交易日期,小单主动买入占比,中单主动买入占比,大单主动买入占比,小单买入额(万元),中单买入额(万元),大单买入额(万元)
2018-01-02,0.5258595105404203,0.289641483618757,0.1844990058408226,23491344.810000002,12938946.290000001,8241991.779999999
2018-01-03,0.5374135148191425,0.2901528434116516,0.17243364176920595,28605317.12,15444185.66,9178256.350000001
2018-01-04,0.548591242693437,0.2825733173347105,0.16883543997185257,27343720.53,14084449.8,8415353.23
2018-01-05,0.5479805523843632,0.2804210862953597,0.17159836132027714,27459246.32,14051870.36,8598775.36
2018-01-08,0.5287827053335633,0.28897549531630773,0.182241799350129,29666323.54,16212407.2,10224321.120000001
2018-01-09,0.5532671514159357,0.28396542670258773,0.16276742188147664,26807715.419999998,13759111.36,7886647.01
2018-01-10,0.5527079376841165,0.2788359752735135,0.16845608704237008,28627604.92,14442358.419999998,8725212.68
2018-01-11,0.5589911933511678,0.2836580263767564,0.15735078027207589,26725771.97,13561894.75,7523054.25
2018-01-12,0.5659634450538664,0.27433815145975854,0.15969840348637507,26200643.04,12700177.09,7393058.51
2018-01-15,0.5490412214287216,0.2734398601054416,0.17751891846583687,32280829.310000002,16076872.02,10437208.870000001
2018-01-16,0.5295107860059095,0.283739469517872,0.18674974447621845,28487277.339999996,15264967.54,10046994.14
2018-01-17,0.5292002005168341,0.2800112053754991,0.19078859410766666,30855951.919999998,16326547.649999999,11124265.79
2018-01-18,0.5214881141753055,0.2796335839936491,0.1988783018310455,25422127.27,13631912.92,9695157.690000001
2018-01-19,0.5201247724088249,0.27871498564882835,0.2011602419423467,28338435.069999997,15185484.219999999,10959997.98
2018-01-22,0.5295477850226823,0.2865798278764469,0.18387238710087075,27479683.72,14871411.52,9541641.35
2018-01-23,0.5137725902023447,0.28245004903484977,0.20377736076280545,26892522.949999996,14784351.23,10666367.68
2018-01-24,0.515429563628463,0.2857095920183112,0.19886084435322585,31131088.189999998,17256384.06,12010864.18
2018-01-25,0.5395421012540078,0.28356791561686256,0.17688998312912957,31478405.909999996,16544150.92,10320259.86
2018-01-26,0.540649845879018,0.2750218663433967,0.1843282877775853,26803167.990000002,13634438.89,9138228.93
2018-01-29,0.5564417799154777,0.27406835403137286,0.16948986605314942,30972837.259999998,15255278.87,9434198.2
2018-01-30,0.5629966768068426,0.280465524905686,0.15653779828747136,24765773.68,12337454.2,6885972.59
2018-01-31,0.5746974934288163,0.26940558361832173,0.15589692295286198,28496159.43,13358374.71,7730090.390000001
2018-02-01,0.5404075622883416,0.2668341380701011,0.19275829964155716,30759425.299999997,15187916.14,10971597.98
2018-02-02,0.5349818745110103,0.2840336884537554,0.1809844370352344,24852152.32,13194556.35,8407486.33
2018-02-05,0.513371165917788,0.2848537813335847,0.20177505274862742,23129510.540000003,12833850.0,9090807.04
2018-02-06,0.5103175318363399,0.25614596664953876,0.2335365015141213,28755079.28,14433165.86,13159180.7
2018-02-07,0.5177425389347738,0.27715104989657446,0.20510641116865172,27469931.45,14704838.35,10882356.83
2018-02-08,0.5366043037204581,0.28435198310337206,0.17904371317616993,22287986.78,11810626.93,7436623.010000001
2018-02-09,0.5441293857020971,0.2616195808241872,0.19425103347371564,27120451.07,13039621.14,9681843.67
2018-02-12,0.5315439206830913,0.29404692208848066,0.17440915722842798,18669817.990000002,10328031.8,6125904.36
2018-02-13,0.5449950580791368,0.28393595213244954,0.17106898978841353,19001834.88,9899730.280000001,5964503.07
2018-02-14,0.5851151175641256,0.272292504168842,0.14259237826703242,13282149.989999998,6181056.98,3236855.96
2018-02-22,0.5344358972399323,0.2893668523936824,0.17619725036638517,17389047.509999998,9415187.059999999,5732965.119999999
2018-02-23,0.5741882926621426,0.2781593050700242,0.14765240226783324,19112925.3,9259049.84,4914884.84
2018-02-26,0.5403223414745028,0.2905197439140951,0.1691579146114022,21753426.14,11696351.059999999,6810312.880000001
2018-02-27,0.5736626657874602,0.27707957945455675,0.14925775475798303,26540758.96,12819210.259999998,6905476.5600000005
2018-02-28,0.5787159818378171,0.28017837196137135,0.14110564620081156,24641273.21,11929775.620000001,6008167.890000001
2018-03-01,0.5698841149403846,0.2831461136430417,0.1469697714165736,24677341.02,12260901.86,6364141.539999999
2018-03-02,0.6005354542337273,0.27399500236662633,0.12546954339964636,25109289.61,11456142.71,5246070.119999999
2018-03-05,0.5997350866414362,0.27292678404681164,0.12733812931175217,23039369.700000003,10484731.040000001,4891810.24
2018-03-06,0.5737788745696116,0.28482907191200807,0.1413920535183803,28014593.61,13906700.04,6903427.6
2018-03-07,0.6138401634718068,0.26751936573548546,0.11864047079270774,26288197.19,11456731.34,5080873.29
2018-03-08,0.5933904348215405,0.2769281531633586,0.12968141201510083,23948017.28,11176250.59,5233675.02
2018-03-09,0.5644817755307664,0.2899078505027421,0.14561037396649146,28455767.31,14614378.520000001,7340281.12
2018-03-12,0.5600300206645528,0.29139199215531303,0.14857798718013426,34067495.010000005,17725826.96,9038229.469999999
2018-03-13,0.609179830653165,0.2723595831609733,0.11846058618586154,30593636.12,13678177.71,5949212.18
2018-03-14,0.6144566293821804,0.26849132970769635,0.11705204091012339,27431354.96,11986331.689999998,5225586.2
2018-03-15,0.614990329633711,0.26488756334261854,0.12012210702367053,26774971.53,11532469.09,5229783.04
2018-03-16,0.608302258290728,0.26975631387656607,0.12194142783270596,24128482.35,10699961.030000001,4836841.470000001
2018-03-19,0.5984749782019885,0.27360633437665255,0.12791868742135892,23781803.810000002,10872387.989999998,5083148.4
2018-03-20,0.6085841930430135,0.2686995915771263,0.12271621537986019,24483945.259999998,10810050.879999999,4936994.970000001
2018-03-21,0.6050760543844237,0.2683597157578165,0.12656422985775986,29199244.03,12950274.22,6107628.63
2018-03-22,0.6122580102705697,0.26292194175485656,0.12482004797457369,26002861.31,11166408.07,5301161.180000001
2018-03-23,0.5858861892001112,0.2575232041909971,0.1565906066088918,37325801.45999999,16406360.43,9976118.23
2018-03-26,0.5836115372026355,0.2814869549869104,0.13490150781045424,27572286.25,13298638.57,6373319.84
2018-03-27,0.566897162141809,0.2880006099348352,0.1451022279233558,30733867.630000003,15613718.350000001,7866599.03
2018-03-28,0.5977412649618356,0.2718462889427601,0.1304124460954044,30016561.55,13651208.879999999,6548875.65
2018-03-29,0.5790505549547387,0.2838728583677865,0.1370765866774748,27740430.77,13599426.35,6566893.91
2018-03-30,0.5686868423697453,0.290593760217332,0.1407193974129226,28302775.900000002,14462458.88,7003414.31
2018-04-02,0.5844709108862228,0.2834925267121173,0.1320365624016598,33419375.18,16209776.97,7549698.94
2018-04-03,0.6158304442512172,0.2709956766220925,0.11317387912669026,29823420.330000002,13123771.400000002,5480781.600000001
2018-04-04,0.6034685698207485,0.2745744731108955,0.12195695706835605,28563270.869999997,12996111.879999999,5772445.779999999
2018-04-09,0.6092196593184283,0.2753254438303486,0.11545489685122315,26658348.27,12047742.48,5052097.0600000005
2018-04-10,0.5982925270565851,0.2754529846397986,0.12625448830361627,29027918.189999998,13364410.120000001,6125607.11
2018-04-11,0.5901594544236622,0.2816785105243389,0.1281620350519989,28496297.66,13601060.9,6188401.24
2018-04-12,0.6356281248980793,0.26284394360772234,0.10152793149419845,27312520.650000002,11294230.629999999,4362588.15
2018-04-13,0.6345966843390443,0.26684895083349497,0.09855436482746086,25188632.72,10591861.54,3911854.19
2018-04-16,0.6069970365204145,0.27169387779555365,0.12130908568403187,27446284.64,12285047.63,5485172.9
2018-04-17,0.6310351686681211,0.2625683671413109,0.10639646419056803,29519300.27,12282729.799999999,4977138.09
2018-04-18,0.577658143431591,0.28416372880157426,0.13817812776683483,28644000.16,14090662.42,6851758.879999999
2018-04-19,0.5934396142654174,0.2802607551611089,0.12629963057347385,24343763.47,11496707.280000001,5180996.11
2018-04-20,0.6262430672348139,0.2593721037124964,0.11438482905268975,27917639.57,11562693.92,5099225.199999999
2018-04-23,0.624603067559288,0.265905013915506,0.10949191852520605,24652027.31,10494821.44,4321460.949999999
2018-04-24,0.5543710158774608,0.2909100207680559,0.15471896335448332,25063321.650000002,13152151.2,6994902.390000001
2018-04-25,0.6151546742642683,0.2719626951585726,0.11288263057715915,25846431.51,11426825.59,4742893.619999999
2018-04-26,0.6300700775765832,0.25833543949955196,0.11159448292386491,26763948.64,10973503.870000001,4740280.67
2018-04-27,0.5887753910310805,0.27269526495567725,0.13852934401324238,24351924.48,11278756.89,5729614.68
2018-05-02,0.6094982816854196,0.2739701935902225,0.11653152472435785,23486288.3,10557114.18,4490403.119999999
2018-05-03,0.6007470507485391,0.27811311832938984,0.12113983092207102,24461626.619999997,11324398.93,4932653.949999999
2018-05-04,0.6289577655825741,0.2664745338244979,0.10456770059292793,22717480.07,9624859.16,3776906.4699999997
2018-05-07,0.5675149774112609,0.28928399443680086,0.1432010281519384,23845760.34,12155092.07,6016999.61
2018-05-08,0.5854770394322162,0.2799420747228585,0.13458088584492542,26009311.73,12436184.85,5978639.600000001
2018-05-09,0.6384738586830285,0.2641856525802519,0.09734048873671967,24427978.88,10107730.26,3724242.3800000004
2018-05-10,0.6203844003716211,0.2710886342010482,0.1085269654273307,25603292.71,11187840.39,4478912.85
2018-05-11,0.6227973810782423,0.26672447902677543,0.11047813989498233,25841556.590000004,11067123.8,4584038.390000001
2018-05-14,0.6170543419985226,0.26890823822310045,0.11403741977837699,24024467.44,10469705.46,4439946.52
2018-05-15,0.6072854755458438,0.2771364815441309,0.1155780429100254,22957622.27,10476777.260000002,4369274.680000001
2018-05-16,0.6146763488858432,0.2740041566278371,0.11131949448631966,24763122.15,11038652.149999999,4484666.1899999995
2018-05-17,0.6416910972900675,0.26332733270350983,0.09498157000642268,22963357.4,9423349.77,3398980.83
2018-05-18,0.6147567053673187,0.2720353548460401,0.11320793978664107,23145080.25,10241905.56,4262185.07
2018-05-21,0.5897427365119826,0.2829489428575277,0.1273083206304898,27260953.509999998,13079360.71,5884847.739999999
2018-05-22,0.6305291765026116,0.26872215237323865,0.10074867112414967,27661115.189999998,11788755.68,4419812.28
2018-05-23,0.643077091315354,0.25924843343850607,0.09767447524614,29686403.380000003,11967699.79,4508952.21
2018-05-24,0.6436460047468842,0.2592835585754712,0.09707043667764466,24654386.07,9931665.71,3718211.5700000003
2018-05-25,0.6540124560088065,0.2527826224106631,0.0932049215805305,26002823.79,10050362.080000002,3705726.29
2018-05-28,0.6390953103679726,0.26216792792290045,0.09873676170912692,25497513.53,10459520.17,3939227.6500000004
2018-05-29,0.6208211086232432,0.2645422229078203,0.11463666846893635,25366082.47,10808910.57,4683930.92
2018-05-30,0.6446627857828909,0.25320149001460623,0.10213572420250269,28307433.08,11118191.39,4484825.62
2018-05-31,0.5920469060028178,0.2720967128343609,0.13585638116282125,24183962.27,11114620.43,5549468.4
2018-06-01,0.6483631591894108,0.2558374565138608,0.09579938429672838,24405706.520000003,9630241.620000001,3606083.45
2018-06-04,0.6116276224094719,0.26291962167426525,0.12545275591626281,21210641.18,9117792.51,4350577.529999999
2018-06-05,0.5841115039988727,0.2767363745157993,0.1391521214853281,21592688.59,10230037.100000001,5143998.029999999
2018-06-06,0.6324252564435457,0.2631507941963824,0.104423949360072,21839699.310000002,9087452.09,3606098.3200000003
2018-06-07,0.6244352391932733,0.26074939533727703,0.11481536546944954,22563192.85,9421855.98,4148710.82
2018-06-08,0.6585035487235396,0.25100116205840817,0.09049528921805226,23397614.12,8918445.989999998,3215432.72
2018-06-11,0.6359173798017794,0.25762611014853043,0.10645651004969002,20453242.86,8286122.640000001,3423999.5999999996
2018-06-12,0.6085310689537515,0.2660321962337228,0.12543673481252576,21382989.2,9348024.89,4407683.49
2018-06-13,0.6460894473459908,0.24969274131978747,0.10421781133422169,22191630.85,8576349.86,3579633.14
2018-06-14,0.6373539470293083,0.2572675159470864,0.10537853702360526,20282776.22,8187129.74,3353504.4299999997
2018-06-15,0.6413406846463827,0.2546860608189348,0.10397325453468251,22842116.13,9070948.899999999,3703131.91
2018-06-19,0.5632556028699064,0.24704471290687213,0.1896996842232215,26745592.39,11730655.07,9007687.46
2018-06-20,0.6255178227667516,0.26192706240506786,0.11255511482818048,21825213.66,9139010.74,3927209.33
2018-06-21,0.6426654655083212,0.25543603431444756,0.10189850017723129,22948696.759999998,9121268.23,3638654.8
2018-06-22,0.6302483273312313,0.25491781305426603,0.11483385961450274,18867144.16,7631231.88,3437671.9299999997
2018-06-25,0.6464084195320321,0.2472794292590563,0.10631215120891156,19954225.47,7633362.029999999,3281789.92
2018-06-26,0.6277250153660318,0.25887749065857135,0.11339749397539696,20487054.07,8448981.670000002,3700952.7
2018-06-27,0.6526356201662087,0.24738027032443405,0.09998410950935725,21348041.8,8091933.98,3270530.88
2018-06-28,0.6491141367386043,0.24865642491334933,0.10222943834804638,19926948.79,7633424.640000001,3138309.0700000003
2018-06-29,0.5929856938920623,0.2767282150286707,0.13028609107926692,20298839.36,9472845.03,4459899.220000001
2018-07-02,0.6653769258407737,0.2425119742524424,0.09211109990678396,23819344.4,8681509.7,3297418.24
2018-07-03,0.622767192965348,0.26503341587312373,0.11219939116152829,24581293.67,10461155.15,4428631.140000001
2018-07-04,0.6771174690048606,0.23793098350854616,0.08495154748659321,22378625.189999998,7863581.350000001,2807635.2
2018-07-05,0.6419738888101113,0.24711426811820278,0.11091184307168594,20270345.19,7802640.58,3502044.84
2018-07-06,0.6262058240061358,0.26288659864769,0.11090757734617437,22382065.83,9396184.02,3964097.11
2018-07-09,0.5981958601326175,0.27516510973696134,0.12663903013042113,19511248.249999996,8975011.57,4130562.7800000003
2018-07-10,0.6435186628301587,0.2608947540635046,0.09558658310633668,21005859.22,8516176.44,3120155.52
2018-07-11,0.6768847087953395,0.2372288099557134,0.08588648124894722,23152858.4,8114417.380000001,2937749.24
2018-07-12,0.5677819335962144,0.2844716175345517,0.1477464488692339,23615855.580000002,11832078.899999999,6145244.49
2018-07-13,0.6327018732481616,0.2595624894617464,0.10773563729009196,23233995.78,9531619.93,3956254.04
2018-07-16,0.6527607664751379,0.252957666206447,0.09428156731841505,21032729.83,8150597.47,3037864.4600000004
2018-07-17,0.6588811277036252,0.24828237120178076,0.09283650109459408,20368614.1,7675387.25,2869942.37
2018-07-18,0.6548320523539495,0.25063187930296993,0.09453606834308058,22135771.229999997,8472294.42,3195672.5
2018-07-19,0.6553174520171953,0.2506896393872314,0.09399290859557331,20424097.74,7813174.64,2929450.9799999995
2018-07-20,0.5901855810123511,0.2703055015912209,0.13950891739642807,20563482.2,9418092.46,4860825.529999999
2018-07-23,0.5815048990031768,0.2818495220549251,0.1366455789418981,23960141.869999997,11613237.559999999,5630300.73
2018-07-24,0.5627754651995792,0.2864847599695056,0.15073977483091522,27813567.25,14158689.62,7449882.100000001
2018-07-25,0.6265715057648755,0.26409023850687885,0.10933825572824564,24937738.029999997,10510872.46,4351696.1
2018-07-26,0.6548017655650425,0.2521944310986125,0.09300380333634506,24935254.439999998,9603719.23,3541642.1
2018-07-27,0.6611537797390808,0.24951643799877554,0.08932978226214355,20566523.380000003,7761712.65,2778783.26
2018-07-30,0.6634208594177637,0.24978299673643306,0.08679614384580325,21697242.689999998,8169176.8100000005,2838676.19
2018-07-31,0.6572257654644494,0.2506208054823805,0.09215342905317003,17958651.9,6848197.4399999995,2518086.54
2018-08-01,0.6560545095532774,0.2504791755926647,0.09346631485405793,21591488.1,8243549.98,3076081.02
2018-08-02,0.6603971433135618,0.2491629695959673,0.09043988709047095,25109058.02,9473462.33,3438628.4000000004
2018-08-03,0.6585700672757865,0.25030486525051554,0.09112506747369796,18811420.21,7149717.6,2602899.8600000003
2018-08-06,0.658392061313564,0.2501213548964621,0.0914865837899739,19234797.66,7307247.359999999,2672762.98
2018-08-07,0.6066260325816326,0.2753093269995987,0.11806464041876864,19181155.33,8705117.620000001,3733133.9000000004
2018-08-08,0.6685155551812088,0.24663172624263538,0.08485271857615578,20440564.68,7541023.859999999,2594460.92
2018-08-09,0.5861225747826098,0.28066301018131906,0.13321441503607112,20322016.27,9731135.61,4618804.37
2018-08-10,0.6441016827182426,0.2604848718819189,0.09541344539983844,18588989.88,7517680.48,2753663.93
2018-08-13,0.645261770081158,0.25779908966866033,0.09693914025018162,19393406.0,7748177.01,2913515.4000000004
2018-08-14,0.6769373338937422,0.2421880995056185,0.08087456660063927,18191108.9,6508239.2,2173314.98
2018-08-15,0.6952938050168733,0.22539793156461535,0.07930826341851129,19336228.939999998,6268351.5600000005,2205575.15
2018-08-16,0.6638231391210327,0.24501882005258124,0.09115804082638605,17996096.26,6642405.199999999,2471274.0199999996
2018-08-17,0.6726233771944293,0.24047188858839508,0.08690473421717554,17877858.59,6391574.489999999,2309867.01
2018-08-20,0.6548042473890557,0.2504372419824995,0.09475851062844479,17337426.57,6630893.6,2508946.34
2018-08-21,0.6106183934591994,0.26908914589722177,0.12029246064357875,17140797.69,7553658.16,3376755.03
2018-08-22,0.6801473937266933,0.23440961832303397,0.08544298795027286,15612522.259999998,5380782.78,1961310.98
2018-08-23,0.6408820029050127,0.25389551447475656,0.10522248262023075,16188180.8,6413203.17,2657838.05
2018-08-24,0.6493048381590653,0.24728020361388536,0.10341495822704926,15532327.96,5915306.640000001,2473838.0999999996
2018-08-27,0.5758189846307529,0.2831620033214502,0.14101901204779704,18586550.839999996,9140033.78,4551876.73
2018-08-28,0.6437861730560684,0.25939388581370926,0.09681994113022223,18782131.71,7567683.7,2824672.17
2018-08-29,0.6712769287499204,0.24340699397190407,0.0853160772781755,16532813.25,5994846.84,2101241.25
2018-08-30,0.689247390458257,0.23324233870838976,0.07751027083335332,17460652.38,5908710.65,1963561.87
2018-08-31,0.661085646914261,0.24031128326449158,0.09860306982124742,16463863.799999999,5984780.12,2455638.72
2018-09-03,0.6803110843259663,0.23690734704295552,0.08278156863107829,16540716.519999998,5760037.37,2012706.38
2018-09-04,0.6304801014832211,0.2619754296311114,0.10754446888566757,16894665.43,7020026.84,2881816.28
2018-09-05,0.6831786243440883,0.2357029962317891,0.08111837942412253,17691765.939999998,6103824.23,2100662.0100000002
2018-09-06,0.6739891217743521,0.2358604121770073,0.0901504660486406,16845092.3,5894888.04,2253141.59
2018-09-07,0.6544992842820032,0.25119206035969593,0.09430865535830087,17836421.95,6845488.890000001,2570100.55
2018-09-10,0.6921284939628699,0.22932856201422883,0.07854294402290127,17174817.98,5690672.1,1949003.37
2018-09-11,0.6791037126183347,0.24089988926574707,0.07999639811591829,15031563.96,5332178.32,1770673.54
2018-09-12,0.6841314008538374,0.23955125876865035,0.07631734037751213,14916273.25,5222990.83,1663964.41
2018-09-13,0.6428266790536061,0.2554250695207448,0.1017482514256491,16770113.81,6663549.64,2654416.52
2018-09-14,0.6698783686668305,0.24345222848970074,0.0866694028434689,16823241.08,6114028.64,2176604.48
2018-09-17,0.7067078270748952,0.22312143292574999,0.07017073999935479,14501546.57,4578420.85,1439893.85
